epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,3218.49,1.20779,1.20886,1.19344,0.66952,0.56376,0.55725,0.3167,1.55119,1.77911,1.49466,0.0006436,0.0006436,0.0006436
20,3385.35,1.21724,1.1855,1.15833,0.65924,0.58952,0.59182,0.31454,1.60432,1.72963,1.49687,0.0006238,0.0006238,0.0006238
21,3553.55,1.17221,1.13486,1.17598,0.63824,0.60128,0.61123,0.33709,1.53925,1.78059,1.47605,0.000604,0.000604,0.000604
22,3720.78,1.13881,1.04069,1.15983,0.81302,0.52411,0.61895,0.36521,1.46939,1.55277,1.47887,0.0005842,0.0005842,0.0005842
23,3888.64,1.12876,1.07694,1.16161,0.6605,0.62005,0.60752,0.37158,1.47286,1.58331,1.45956,0.0005644,0.0005644,0.0005644
24,4056.66,1.08774,1.0162,1.15011,0.7611,0.52809,0.6167,0.37114,1.4519,1.56088,1.44387,0.0005446,0.0005446,0.0005446
25,4224.03,1.11292,0.97684,1.13786,0.72649,0.58624,0.63108,0.37933,1.46856,1.50369,1.44577,0.0005248,0.0005248,0.0005248
26,4391.87,1.07015,0.96521,1.12404,0.72038,0.59573,0.65512,0.37185,1.49685,1.42401,1.47276,0.000505,0.000505,0.000505
27,4558.48,1.06436,0.93922,1.11082,0.64824,0.61832,0.62542,0.34914,1.5248,1.4369,1.50707,0.0004852,0.0004852,0.0004852
28,4724.53,1.10642,0.92395,1.12007,0.7564,0.63249,0.65696,0.3626,1.50204,1.35112,1.52359,0.0004654,0.0004654,0.0004654
29,4890.98,1.07081,0.90078,1.14563,0.7895,0.57432,0.65738,0.39169,1.47009,1.3266,1.51165,0.0004456,0.0004456,0.0004456
30,5057.92,1.0469,0.91016,1.11615,0.77966,0.63247,0.67655,0.4222,1.4421,1.29144,1.43423,0.0004258,0.0004258,0.0004258
31,5223.35,1.03471,0.88606,1.1459,0.85979,0.57771,0.64159,0.40102,1.504,1.40384,1.49474,0.000406,0.000406,0.000406
32,5389.68,1.01032,0.83742,1.08637,0.8616,0.60506,0.65274,0.38796,1.50829,1.41097,1.48815,0.0003862,0.0003862,0.0003862
33,5556.58,1.00029,0.83899,1.05985,0.86453,0.58807,0.66054,0.3939,1.51136,1.38497,1.47535,0.0003664,0.0003664,0.0003664
34,5723.71,1.12693,1.06942,1.16521,0.72172,0.64455,0.654,0.40936,1.40741,1.31092,1.40846,0.0003466,0.0003466,0.0003466
35,5890.62,0.97716,0.77445,1.07701,0.80294,0.58118,0.63634,0.40136,1.45478,1.37041,1.4724,0.0003268,0.0003268,0.0003268
36,6058.45,0.99614,0.75527,1.0607,0.89706,0.58107,0.64646,0.39459,1.50338,1.38677,1.50873,0.000307,0.000307,0.000307
37,6226.43,0.96054,0.74967,1.0608,0.82807,0.61454,0.66067,0.40394,1.4623,1.4067,1.4799,0.0002872,0.0002872,0.0002872
38,6392.75,0.9583,0.77354,1.08869,0.83904,0.6311,0.66222,0.40999,1.42658,1.36872,1.44891,0.0002674,0.0002674,0.0002674
39,6561.12,0.92481,0.71487,1.02338,0.8795,0.60876,0.67507,0.40749,1.44783,1.36784,1.48408,0.0002476,0.0002476,0.0002476
40,6729.32,0.87673,0.6797,1.02242,0.87219,0.63072,0.68034,0.39304,1.48829,1.42607,1.48427,0.0002278,0.0002278,0.0002278
41,6895.49,0.84898,0.67145,1.00802,0.90213,0.61626,0.67937,0.40297,1.47425,1.42738,1.47169,0.000208,0.000208,0.000208
42,7062.34,0.81749,0.66808,0.98105,0.8407,0.61218,0.66626,0.40282,1.42061,1.34041,1.43039,0.0001882,0.0001882,0.0001882
43,7228.8,0.85661,0.69489,1.05081,0.86128,0.62081,0.68697,0.42553,1.38908,1.27001,1.41318,0.0001684,0.0001684,0.0001684
44,7395.06,0.8169,0.61793,1.00231,0.85302,0.64078,0.68646,0.41702,1.39916,1.28198,1.44203,0.0001486,0.0001486,0.0001486
45,7570.04,0.85157,0.69281,1.05668,0.87077,0.62146,0.68136,0.4088,1.43014,1.36176,1.46883,0.0001288,0.0001288,0.0001288
46,7736.81,0.76626,0.60838,0.95741,0.88693,0.62678,0.68615,0.41394,1.44675,1.38593,1.48661,0.000109,0.000109,0.000109
47,7901.89,0.82828,0.6045,0.98676,0.88569,0.62837,0.69205,0.40872,1.43656,1.34386,1.4746,8.92e-05,8.92e-05,8.92e-05
48,8067.61,0.81417,0.68628,0.97145,0.89105,0.64749,0.69262,0.40905,1.43056,1.31326,1.46651,6.94e-05,6.94e-05,6.94e-05
49,8232.46,0.76823,0.56322,0.98752,0.90337,0.64279,0.69563,0.41235,1.4219,1.29227,1.45634,4.96e-05,4.96e-05,4.96e-05
50,8398.74,0.76269,0.56873,0.95762,0.90762,0.6505,0.69513,0.41815,1.41959,1.29273,1.45978,2.98e-05,2.98e-05,2.98e-05
