epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,454.082,1.41748,1.80424,1.2637,0.50565,0.29772,0.26167,0.13472,1.96378,2.20493,1.35733,0.0006832,0.0006832,0.0006832
18,480.411,1.35911,1.83752,1.2282,0.5419,0.24988,0.25183,0.12994,1.96953,2.29866,1.38297,0.0006634,0.0006634,0.0006634
19,510.873,1.2748,1.77549,1.1855,0.58131,0.25132,0.26831,0.13941,1.95549,2.26504,1.38033,0.0006436,0.0006436,0.0006436
20,540.207,1.30912,1.68195,1.20738,0.59617,0.23991,0.28742,0.14793,1.87671,2.10908,1.36329,0.0006238,0.0006238,0.0006238
21,567.747,1.33187,1.77477,1.24667,0.85741,0.21322,0.27186,0.13855,1.86086,2.04369,1.34317,0.000604,0.000604,0.000604
22,594.211,1.35212,1.56256,1.19754,0.84152,0.22681,0.27469,0.13608,1.86727,1.98206,1.3527,0.0005842,0.0005842,0.0005842
23,620.805,1.25628,1.61651,1.17576,0.73839,0.23966,0.27463,0.14149,1.84165,2.01025,1.33667,0.0005644,0.0005644,0.0005644
24,647.784,1.19632,1.60613,1.17528,0.77581,0.25632,0.26993,0.13993,1.88058,2.03319,1.34584,0.0005446,0.0005446,0.0005446
25,675.065,1.22332,1.539,1.18193,0.58895,0.25772,0.28186,0.14256,1.94224,2.06407,1.37341,0.0005248,0.0005248,0.0005248
26,704.79,1.18331,1.53587,1.17418,0.57071,0.24767,0.27963,0.14674,1.96524,2.06851,1.3719,0.000505,0.000505,0.000505
27,733.678,1.27313,1.48978,1.13853,0.58642,0.27414,0.29794,0.15394,1.95469,1.97659,1.3602,0.0004852,0.0004852,0.0004852
28,761.072,1.1907,1.49294,1.13803,0.61673,0.27414,0.30292,0.16126,1.95399,1.8647,1.35052,0.0004654,0.0004654,0.0004654
29,788.154,1.15733,1.39511,1.11911,0.6601,0.2904,0.34178,0.171,1.98193,1.821,1.34365,0.0004456,0.0004456,0.0004456
30,815.647,1.17666,1.43778,1.11372,0.57894,0.33391,0.3539,0.18074,1.9727,1.81685,1.32993,0.0004258,0.0004258,0.0004258
31,843.661,1.26778,1.47829,1.15952,0.58224,0.34072,0.34934,0.17937,1.98777,1.8314,1.33394,0.000406,0.000406,0.000406
32,870.885,1.13562,1.3932,1.08496,0.64049,0.29895,0.3415,0.1785,1.95796,1.76952,1.32699,0.0003862,0.0003862,0.0003862
33,898.068,1.12532,1.45848,1.12094,0.64581,0.29278,0.31416,0.1663,1.92796,1.7158,1.30823,0.0003664,0.0003664,0.0003664
34,925.632,1.15268,1.47248,1.07892,0.63565,0.29368,0.31197,0.16213,1.97538,1.7714,1.35111,0.0003466,0.0003466,0.0003466
35,953.386,1.12417,1.38956,1.10736,0.64948,0.28618,0.30906,0.15508,1.95138,1.74385,1.348,0.0003268,0.0003268,0.0003268
36,981.153,1.12918,1.33289,1.08502,0.64328,0.29368,0.32695,0.15677,1.94817,1.7355,1.34274,0.000307,0.000307,0.000307
37,1009.71,1.09816,1.29617,1.0761,0.65584,0.28851,0.32289,0.15499,1.94192,1.76091,1.3366,0.0002872,0.0002872,0.0002872
38,1038.09,1.15077,1.42738,1.1115,0.61552,0.29058,0.30874,0.15564,1.91805,1.71308,1.3103,0.0002674,0.0002674,0.0002674
39,1065.98,1.16104,1.35378,1.10399,0.56022,0.35057,0.3349,0.16829,1.8916,1.65492,1.29042,0.0002476,0.0002476,0.0002476
40,1094.5,1.05445,1.27587,1.07682,0.71036,0.30968,0.3538,0.18448,1.86168,1.65172,1.27749,0.0002278,0.0002278,0.0002278
41,1121.57,1.05268,1.51608,1.08135,0.68615,0.31022,0.35462,0.1888,1.83792,1.6395,1.26035,0.000208,0.000208,0.000208
42,1147.71,1.04087,1.50396,1.04817,0.68331,0.31034,0.35055,0.18581,1.82454,1.60827,1.25811,0.0001882,0.0001882,0.0001882
43,1173.13,1.04897,1.38312,1.06963,0.6714,0.31643,0.36312,0.18864,1.81479,1.61032,1.26322,0.0001684,0.0001684,0.0001684
44,1198.58,0.98623,1.3073,1.01415,0.6798,0.32659,0.36473,0.18891,1.81026,1.62692,1.26346,0.0001486,0.0001486,0.0001486
45,1223.6,0.96588,1.35889,1.03209,0.72663,0.35455,0.38978,0.18487,1.81478,1.65202,1.26227,0.0001288,0.0001288,0.0001288
46,1248.36,0.94148,1.31295,1.00414,0.72912,0.35592,0.39193,0.18857,1.82854,1.68627,1.25915,0.000109,0.000109,0.000109
47,1273.21,1.02724,1.37737,1.08033,0.69009,0.33686,0.3863,0.19378,1.82942,1.70193,1.25788,8.92e-05,8.92e-05,8.92e-05
48,1299.62,0.95584,1.3518,1.01039,0.69398,0.33341,0.38588,0.19406,1.83513,1.71116,1.26002,6.94e-05,6.94e-05,6.94e-05
49,1324.49,0.97667,1.3115,1.03493,0.70856,0.3302,0.38466,0.19385,1.83102,1.70685,1.26418,4.96e-05,4.96e-05,4.96e-05
50,1351.01,0.98687,1.34172,1.03356,0.69885,0.31322,0.38749,0.19471,1.82794,1.6962,1.26196,2.98e-05,2.98e-05,2.98e-05
